"sitecode","nazev_cz","nazev_lat","feature_code","pop_typ","pop_min","pop_max","pop_jednotka","zachovalost","izolace","celkove","stav_text","source_file","druh_cz","druh","poznamka","pop_prum"
"CZ0623778","netopýr velký","Myotis myotis","1324","rozmnožující se",1,100,"jedinci","dobré zachování","populace na okraji areálu","dobrá hodnota","Zachovat stav pøedmìtu ochrany EVL odpovídající stavu pøi zaøazení EVL do Evropského seznamu obnovou
prostupnosti pùvodních vletových otvorù pro netopýry a zachováním prostor v pøíhodném stavu.","Emin zÃ¡meÄek SDO 2013.pdf","netopýr velký","Myotis myotis","Zachovat stav pøedmìtu ochrany EVL odpovídající stavu pøi zaøazení EVL do Evropského seznamu obnovouprostupnosti pùvodních vletových otvorù pro netopýry a zachováním prostor v pøíhodném stavu.",50.5
"CZ0613319","èolek velký","Triturus cristatus","1166","stálá",1,10,"jedinci","dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","dobrá hodnota","Poèetná a úspìšnì se rozmnožující populace èolka velkého, zvýšení poèetnosti populace oproti stavu pøi
vyhlášení i souèasnému stavu (jednotky jedincù). Vhodnou péèí zachovat rybník a stávající tùnì ve vhodném
stavu z hlediska rozmnožování èolka velkého. Zlepšení stavu dalších vodních (doplnìní) a suchozemských
biotopù èolkù tak, aby byly ve vyhovujícím stavu.","Ficku rybnik.pdf","èolek velký","Triturus cristatus","Poèetná a úspìšnì se rozmnožující populace èolka velkého, zvýšení poèetnosti populace oproti stavu pøivyhlášení i souèasnému stavu (jednotky jedincù). Vhodnou péèí zachovat rybník a stávající tùnì ve vhodnémstavu z hlediska rozmnožování èolka velkého. Zlepšení stavu dalších vodních (doplnìní) a suchozemskýchbiotopù èolkù tak, aby byly ve vyhovujícím stavu.",5.5
"CZ0312032","hoøeèek èeský *","Gentianella bohemica","4094","stálá",85,NA,"100 % ,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Udržení životaschopné populace hoøeèku èeského minimálnì ve stavu pøi vyhlášení EVL vhodným","","","","","hoøeèek èeský","Gentianella bohemica","",85
"managementem.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,Haje.pdf
CZ0533300,páchník hnìdý *,Osmoderma eremita,1084,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zachování (pøípadnì posílení) populace pøedmìtu ochrany jako pøi vyhlášení. Zachování a vytváøení vhodných","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zachování (pøípadnì posílení) populace pøedmìtu ochrany jako pøi vyhlášení. Zachování a vytváøení vhodných","","",NA
"biotopù pro pøedmìt ochrany.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,hermanuv mestec.pdf
CZ0424038,koniklec otevøený,Pulsatilla patens,1477,stálá,200,200,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Udržet velikost a stav populace minimálnì na úrovni jako pøi vyhlášení EVL. Cílem v rámci lokality je vytvoøit","","","","",NA,NA,"","","","","","","","","",NA
"podmínky pro trvalou zdrojovou populaci metapopulaèního systému v oblasti.,holy vrch u hline.pdf
CZ0413180,hnìdásek chrastavcový,Euphydryas aurinia,1065,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zajistit dlouhodobé pøežívání populace hnìdáska chrastavcového na lokalitì"," optimálnì mezi 20-30 hnízdy"," což","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zajistit dlouhodobé pøežívání populace hnìdáska chrastavcového na lokalitì"," optimálnì mezi 20-30 hnízdy","",NA
"je stejná poèetnost jako pøi vyhlášení.,horni kramolin.pdf
CZ0713374,mihule potoèní,Lampetra planeri,1096,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a managementových opatøení zvýšit poèetnost populace mihule potoèní oproti","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je pomocí ochrany lokality a managementových opatøení zvýšit poèetnost populace mihule potoèní oproti","","",NA
"stavu v dobì vyhlášení EVL.,Horni Morava.pdf
CZ0722199,starèek dlouholistý moravský Tephroseris,longifolia subsp.,4088,stálá,-,-,-,prùmìrné nebo omezené zachování,populace je izolovaná,vynikající hodnota,Udržet stabilní populaci pøedmìtu ochrany jako pøi vyhlášení.,HruÅ¡ovÃ¡ dolina.pdf
CZ0813448,modrásek bahenní,Maculinea nausithous,1061,stálá,-,-,pøítomná,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zvýšení poèetnosti a prostorového rozšíøení populace v rámci EVL oproti stavu pøi vyhlášení.,Jakartovice.pdf
CZ0423653,netopýr velký,Myotis myotis,1324,rozmnožující se,350,500,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat poèetnost populace netopýra velkého dle stavu pøi vyhlášení.,JÃ­lovÃ© u DÄ›ÄÃ­na - Å¡kola SDO 2013.pdf
CZ0613321,vydra øíèní,Lutra lutra,1355,stálá,1,10,jedinci,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zachovat stav pøedmìtu ochrany pøi zaøazení EVL do ES.,Jankovsky potok.pdf
CZ0312034,hoøeèek èeský *,Gentianella bohemica,4094,stálá,1,40,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zlepšit stav oproti stavu pøi vyhlášení EVL",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zvýšení poèetnosti a prostorového rozšíøení populace v rámci EVL oproti stavu pøi vyhlášení.,Jakartovice.pdf
CZ0423653,netopýr velký,Myotis myotis,1324,rozmnožující se,350,500,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat poèetnost populace netopýra velkého dle stavu pøi vyhlášení.,JÃ­lovÃ© u DÄ›ÄÃ­na - Å¡kola SDO 2013.pdf
CZ0613321,vydra øíèní,Lutra lutra,1355,stálá,1,10,jedinci,vynikající zachování,populace není izolovaná","",NA
"pravidelného managementu.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,Jaroskov.pdf
CZ0624066,hadinec nachový,Echium russicum,4067,stálá,33,33,jedinci,dobré zachování,populace na okraji areálu,dobrá hodnota,udržet stav pøi vyhlášení EVL"," pøíp. zlepšit stav oproti stavu pøi vyhlášení EVL,Jasenova.pdf
CZ0613698,netopýr velký,Myotis myotis,1324,rozmnožující se,265,265,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stav pøi vyhlášení: poèetná"," pravidelnì se rozmnožující letní kolonie netopýra velkého.,Jerisno.pdf
CZ0533687,vrápenec malý,Rhinolophus hipposideros,1303,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržení stavu jako pøi vyhlášení. Stabilní zimující populace vrápence malého.,JeskynÄ› BÄ›tnÃ­k SDO 2013.pdf
CZ0213791,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná",NA,NA,"","","","","",""," pøíp. zlepšit stav oproti stavu pøi vyhlášení EVL,Jasenova.pdf
CZ0613698,netopýr velký,Myotis myotis,1324,rozmnožující se,265,265,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stav pøi vyhlášení: poèetná","",NA
"èásti EVL. Cílovým stavem je rozšíøení populace kuòky ohnivé i do druhé nádrže"," tj. zlepšení stavu pøedmìtu","","","",NA,NA,"","","","","",""," tj. zlepšení stavu pøedmìtu","","",NA
"ochrany na lokalitì.,Jezera.pdf
CZ0813449,modrásek bahenní,Maculinea nausithous,1061,stálá,-,-,pøítomná,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zvýšení poèetnosti a prostorového rozšíøení populace v rámci EVL oproti stavu pøi vyhlášení EVL.,Jilesovice.pdf
CZ0523676,vrápenec malý,Rhinolophus hipposideros,1303,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování zimující populace vrápence malého na lokalitì v poèetnosti odpovídající alespoò stavu pøi vyhlášení","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zvýšení poèetnosti a prostorového rozšíøení populace v rámci EVL oproti stavu pøi vyhlášení EVL.,Jilesovice.pdf
CZ0523676,vrápenec malý,Rhinolophus hipposideros,1303,NA,NA,NA,NA,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachování zimující populace vrápence malého na lokalitì v poèetnosti odpovídající alespoò stavu pøi vyhlášení","",NA
"udržením vhodných podmínek na zimovišti.,Josefov pevnost.pdf
CZ0213029,èolek velký,Triturus cristatus,1166,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílovým stavem je obnovení dostateènì velké"," dlouhodobì udržitelné a stabilní populace odpovídající stavu","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílovým stavem je obnovení dostateènì velké"," dlouhodobì udržitelné a stabilní populace odpovídající stavu","",NA
"v dobì vyhlášení (stovky jedincù) pomocí stabilizace hydrologických pomìrù na lokalitì (zejména volné vodní","","","","",NA,NA,"","","","","","","","","",NA
"plochy pøítomné až do pozdního léta).,kalspot.pdf
CZ0624067,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,10000,10000,jedinci,dobré zachování,populace na okraji areálu,vynikající hodnota,Udržení souèasného stavu populace koniklece - kolem 60 tisíc trsù (údaj z roku 2006).","","","","",NA,NA,"","","","","","","","","",NA
"Pozn. V naøízení vlády è. 318/2013 Sb. je uvádìn jako pøedmìt ochrany EVL Kamenný vrch též støevlík","","","","",NA,NA,"","","","","","","","","",NA
"panonský (Carabus hungaricus)"," který se však v dotèené EVL nevyskytuje (došlo k chybné determinaci druhu","","","",NA,NA,"","","","","",""," který se však v dotèené EVL nevyskytuje (došlo k chybné determinaci druhu","","",NA
"pøi návrhu EVL). Na základì jednání s Evropskou komisí bude tento druh vyøazen z pøedmìtù ochrany této","","","","",NA,NA,"","","","","","","","","",NA
"EVL v evropském i národním seznamu EVL a nejsou pro nìj navržena managementová opatøení.,Kamenny vrch.pdf
CZ0714075,støevlík hrbolatý,Carabus variolosus,4014,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je podpoøit a zlepšit stav populace oproti stavu pøi vyhlášení EVL vytváøením vhodných pøezimovacích","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je podpoøit a zlepšit stav populace oproti stavu pøi vyhlášení EVL vytváøením vhodných pøezimovacích","","",NA
"úkrytù a zajištìní ochrany stávajícího vodního režimu na podmáèených plochách.,Keprnik.pdf
CZ0612136,koniklec velkokvìtý,Pulsatilla grandis,2093,stálá,1500 1800 jedinci,15 % ","vynikající","vynikající zachování","populace na okraji areálu","dobrá hodnota",NA,NA,"","","","","","","vynikající","vynikající zachování","",NA
"CZ0723751","netopýr velký","Myotis myotis","1324","rozmnožující se",700,700,"jedinci","dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","dobrá hodnota","Zachování stavu poèetnosti letní kolonie netopýra velkého jako pøi vyhlášení.","KomÅˆa - kostel SDO 2013.pdf","netopýr velký","Myotis myotis","Zachování stavu poèetnosti letní kolonie netopýra velkého jako pøi vyhlášení.",700
"CZ0622162","koniklec velkokvìtý","Pulsatilla grandis","2093","stálá",300,400,"jedinci","dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Dlouhodobé zachování populace v poèetnosti z roku 2013 (cca 2000 kusù) a zlepšení stavu jejího biotopu za
pomoci cíleného managementu.","Kopecky u Unanova.pdf","koniklec velkokvìtý","Pulsatilla grandis","Dlouhodobé zachování populace v poèetnosti z roku 2013 (cca 2000 kusù) a zlepšení stavu jejího biotopu zapomoci cíleného managementu.",350
"CZ0723813","vrkoè útlý","Vertigo angustior","1014","stálá",NA,NA,"pøítomná","vynikající zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","vynikající hodnota","Stabilizace pøedmìtu ochrany vèetnì jeho biotopu jako pøi vyhlášení.","KotrlÃ© SDO 2013.pdf","vrkoè útlý","Vertigo angustior","Stabilizace pøedmìtu ochrany vèetnì jeho biotopu jako pøi vyhlášení.",NA
"CZ0312036","hoøeèek èeský *","Gentianella bohemica","4094","stálá",1,175,"jedinci","prùmìrné nebo omezené zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Zlepšit stav oproti stavu pøi vyhlášení EVL, tzn. zvìtšit velikost populace na desítky kusù dodržováním
pravidelného managementu.


* oznaèuje prioritní druh","Kozlovska stran.pdf","hoøeèek èeský","Gentianella bohemica","Zlepšit stav oproti stavu pøi vyhlášení EVL, tzn. zvìtšit velikost populace na desítky kusù dodržovánímpravidelného managementu.",88
"CZ0422079","žabníèek vzplývavý","Luronium natans","1831","stálá",NA,NA,NA,"vynikající zachování","populace je izolovaná","vynikající hodnota","Výraznì posílit populaci žabníèku vzplývavého oproti stavu pøi vyhlášení EVL.","kralovomlynsky.pdf","žabníèek vzplývavý","Luronium natans","Výraznì posílit populaci žabníèku vzplývavého oproti stavu pøi vyhlášení EVL.",NA
"CZ0624128","tesaøík obrovský","Cerambyx cerdo","1088","stálá",NA,NA,NA,"dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Udržet stav pøi vyhlášení, místy pomocí aktivního managementu (zachování a podpora oslunìného staršího
živého i mrtvého døeva, duby).","Krumlovsko.pdf","tesaøík obrovský","Cerambyx cerdo","Udržet stav pøi vyhlášení, místy pomocí aktivního managementu (zachování a podpora oslunìného staršíhoživého i mrtvého døeva, duby).",NA
